Year,CIPCODE,CIP Family,CIP Family Name,Tier,Institutions Offering,Total Completions,Male,Female,American Indian/Alaska Native,Asian,Black/African American,Hispanic/Latino,Native Hawaiian/Pacific Islander,White,Two or More Races,Race/Ethnicity Unknown,Nonresident Alien
2022,10.0301,10,Communications Technologies,4,3,20,11,9,0,0,0,0,0,19,1,0,0
2022,10.0301,10,Communications Technologies,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,10.0302,10,Communications Technologies,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,10.0302,10,Communications Technologies,4,1,33,17,16,1,1,1,3,0,25,1,0,1
2022,10.0303,10,Communications Technologies,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,10.0303,10,Communications Technologies,4,1,10,4,6,0,0,0,1,0,8,0,1,0
2022,10.0303,10,Communications Technologies,5,3,16,11,5,0,0,2,3,0,9,2,0,0
2022,10.0304,10,Communications Technologies,1,3,42,19,23,0,2,3,6,0,27,1,1,2
2022,10.0304,10,Communications Technologies,2,1,9,3,6,0,0,2,0,0,6,0,0,1
2022,10.0304,10,Communications Technologies,4,1,2,2,0,0,1,0,0,0,0,0,0,1
2022,10.0304,10,Communications Technologies,5,4,39,14,25,0,0,5,3,0,26,0,4,1
2022,10.0305,10,Communications Technologies,4,1,14,2,12,0,0,0,5,0,9,0,0,0
2022,10.0305,10,Communications Technologies,5,4,2,0,2,0,0,0,0,0,2,0,0,0
2022,11.0101,11,Computer & Information Sciences,1,7,211,171,40,1,12,22,30,0,110,15,6,15
2022,11.0101,11,Computer & Information Sciences,2,3,145,117,28,0,15,3,4,0,69,7,0,47
2022,11.0101,11,Computer & Information Sciences,3,4,97,75,22,0,2,0,3,0,30,2,2,58
2022,11.0101,11,Computer & Information Sciences,4,10,308,258,50,0,13,12,17,0,196,9,2,59
2022,11.0101,11,Computer & Information Sciences,5,17,315,247,68,0,16,20,3,0,163,7,10,96
2022,11.0102,11,Computer & Information Sciences,5,4,17,11,6,1,2,0,0,0,5,1,0,8
2022,11.0103,11,Computer & Information Sciences,1,5,81,56,25,0,7,10,7,2,24,8,6,17
2022,11.0103,11,Computer & Information Sciences,2,3,91,46,45,0,8,2,0,0,28,1,1,51
2022,11.0103,11,Computer & Information Sciences,3,2,4,2,2,0,0,0,0,0,1,1,0,2
2022,11.0103,11,Computer & Information Sciences,4,4,225,187,38,0,16,15,9,0,163,9,2,11
2022,11.0103,11,Computer & Information Sciences,5,12,169,133,36,1,15,24,6,0,84,4,12,23
2022,11.0104,11,Computer & Information Sciences,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.0104,11,Computer & Information Sciences,3,1,4,2,2,0,0,0,0,0,3,0,0,1
2022,11.0104,11,Computer & Information Sciences,5,1,9,7,2,0,0,0,0,0,7,1,0,1
2022,11.0105,11,Computer & Information Sciences,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.0199,11,Computer & Information Sciences,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.0199,11,Computer & Information Sciences,3,1,4,2,2,1,0,0,0,0,3,0,0,0
2022,11.0199,11,Computer & Information Sciences,4,1,112,75,37,1,5,9,6,0,76,3,4,8
2022,11.0199,11,Computer & Information Sciences,5,1,8,8,0,0,0,0,0,0,3,0,0,5
2022,11.0201,11,Computer & Information Sciences,1,2,32,26,6,0,2,1,3,0,25,0,1,0
2022,11.0201,11,Computer & Information Sciences,3,1,7,7,0,0,0,1,0,0,2,0,0,4
2022,11.0201,11,Computer & Information Sciences,4,7,99,90,9,1,4,3,7,0,73,7,3,1
2022,11.0201,11,Computer & Information Sciences,5,9,315,239,76,2,6,10,17,0,165,7,101,7
2022,11.0202,11,Computer & Information Sciences,1,2,73,60,13,0,1,5,4,0,52,8,2,1
2022,11.0202,11,Computer & Information Sciences,3,1,5,3,2,0,0,0,1,0,4,0,0,0
2022,11.0202,11,Computer & Information Sciences,4,1,1,1,0,0,0,0,0,0,1,0,0,0
2022,11.0202,11,Computer & Information Sciences,5,4,69,52,17,0,9,15,6,0,32,1,5,1
2022,11.0299,11,Computer & Information Sciences,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.0301,11,Computer & Information Sciences,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.0301,11,Computer & Information Sciences,5,2,3,0,3,0,1,0,0,0,2,0,0,0
2022,11.0401,11,Computer & Information Sciences,1,3,19,9,10,0,15,0,0,0,4,0,0,0
2022,11.0401,11,Computer & Information Sciences,2,1,1,1,0,1,0,0,0,0,0,0,0,0
2022,11.0401,11,Computer & Information Sciences,3,2,13,11,2,0,0,0,0,0,9,1,0,3
2022,11.0401,11,Computer & Information Sciences,4,1,6,5,1,0,0,5,0,0,1,0,0,0
2022,11.0401,11,Computer & Information Sciences,5,6,138,104,34,1,9,6,8,0,96,2,4,12
2022,11.0501,11,Computer & Information Sciences,2,1,36,21,15,0,0,0,0,0,2,0,0,34
2022,11.0501,11,Computer & Information Sciences,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.0501,11,Computer & Information Sciences,4,2,34,22,12,0,1,0,2,0,26,4,1,0
2022,11.0501,11,Computer & Information Sciences,5,2,6,4,2,0,0,0,0,0,2,0,1,3
2022,11.0601,11,Computer & Information Sciences,5,1,2,1,1,0,1,1,0,0,0,0,0,0
2022,11.0701,11,Computer & Information Sciences,1,4,289,202,87,0,13,6,12,1,59,5,3,190
2022,11.0701,11,Computer & Information Sciences,2,4,293,184,109,0,2,4,4,0,71,6,3,203
2022,11.0701,11,Computer & Information Sciences,3,3,86,51,35,0,1,0,0,0,0,0,0,85
2022,11.0701,11,Computer & Information Sciences,4,7,209,161,48,2,4,3,10,0,110,3,3,74
2022,11.0701,11,Computer & Information Sciences,5,11,582,445,137,1,94,23,32,1,223,24,21,163
2022,11.0801,11,Computer & Information Sciences,1,3,28,19,9,0,3,2,2,0,19,2,0,0
2022,11.0801,11,Computer & Information Sciences,3,2,11,4,7,0,0,1,0,0,9,0,1,0
2022,11.0801,11,Computer & Information Sciences,4,2,2,2,0,0,0,0,0,0,0,2,0,0
2022,11.0801,11,Computer & Information Sciences,5,6,40,20,20,0,1,2,2,0,28,0,1,6
2022,11.0802,11,Computer & Information Sciences,1,1,9,7,2,0,1,0,1,0,5,1,0,1
2022,11.0802,11,Computer & Information Sciences,3,1,2,1,1,0,0,0,0,0,1,0,0,1
2022,11.0802,11,Computer & Information Sciences,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.0803,11,Computer & Information Sciences,5,2,33,7,26,0,0,5,3,0,21,0,3,1
2022,11.0804,11,Computer & Information Sciences,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.0804,11,Computer & Information Sciences,5,1,9,7,2,0,0,0,0,0,7,0,2,0
2022,11.0899,11,Computer & Information Sciences,5,1,3,1,2,0,1,0,0,0,0,0,0,2
2022,11.0901,11,Computer & Information Sciences,1,3,38,29,9,0,2,3,1,0,26,3,1,2
2022,11.0901,11,Computer & Information Sciences,2,1,2,2,0,0,0,1,0,0,1,0,0,0
2022,11.0901,11,Computer & Information Sciences,3,4,38,31,7,0,0,0,4,0,28,4,2,0
2022,11.0901,11,Computer & Information Sciences,4,5,52,50,2,1,0,2,4,0,36,9,0,0
2022,11.0901,11,Computer & Information Sciences,5,15,213,190,23,1,5,29,18,0,142,11,3,4
2022,11.0902,11,Computer & Information Sciences,5,1,6,5,1,0,0,0,0,0,5,1,0,0
2022,11.1001,11,Computer & Information Sciences,3,1,1,1,0,0,0,0,1,0,0,0,0,0
2022,11.1001,11,Computer & Information Sciences,4,1,17,17,0,0,0,0,2,0,15,0,0,0
2022,11.1001,11,Computer & Information Sciences,5,4,67,57,10,3,4,8,4,0,46,1,0,1
2022,11.1002,11,Computer & Information Sciences,5,1,7,7,0,1,0,0,1,0,4,0,1,0
2022,11.1003,11,Computer & Information Sciences,1,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,11.1003,11,Computer & Information Sciences,2,2,63,46,17,0,0,2,3,0,36,2,0,20
2022,11.1003,11,Computer & Information Sciences,3,2,9,7,2,0,0,1,0,0,6,0,0,2
2022,11.1003,11,Computer & Information Sciences,4,8,55,45,10,0,2,2,3,0,44,0,0,4
2022,11.1003,11,Computer & Information Sciences,5,11,254,203,51,0,21,28,10,0,151,5,13,26
2022,11.1004,11,Computer & Information Sciences,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,11.1004,11,Computer & Information Sciences,4,1,1,1,0,0,0,0,0,0,1,0,0,0
2022,11.1004,11,Computer & Information Sciences,5,1,6,3,3,1,1,0,0,0,3,0,1,0
2022,11.1005,11,Computer & Information Sciences,5,1,1,1,0,0,0,0,0,0,1,0,0,0
2022,11.1006,11,Computer & Information Sciences,1,2,19,16,3,0,0,3,1,0,12,3,0,0
2022,11.1006,11,Computer & Information Sciences,3,1,7,6,1,0,0,0,0,0,7,0,0,0
2022,11.1006,11,Computer & Information Sciences,4,1,7,7,0,0,0,0,3,0,1,3,0,0
2022,11.1006,11,Computer & Information Sciences,5,4,81,64,17,0,3,9,19,0,46,3,1,0
2022,11.1099,11,Computer & Information Sciences,1,1,59,42,17,0,57,1,0,0,0,0,1,0
2022,11.1099,11,Computer & Information Sciences,2,1,1,1,0,0,0,0,0,0,1,0,0,0
2022,11.1099,11,Computer & Information Sciences,5,3,45,38,7,0,4,2,3,0,11,0,3,22
2022,11.9999,11,Computer & Information Sciences,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12.0301,12,Personal & Culinary Services,1,1,20,4,16,0,0,0,4,0,15,1,0,0
2022,12.0301,12,Personal & Culinary Services,5,2,13,1,12,0,0,3,0,0,10,0,0,0
2022,12.0302,12,Personal & Culinary Services,5,1,12,1,11,0,0,2,0,0,9,1,0,0
2022,12.0401,12,Personal & Culinary Services,1,10,326,12,314,2,5,60,25,0,204,23,7,0
2022,12.0401,12,Personal & Culinary Services,2,1,10,0,10,0,0,0,0,0,10,0,0,0
2022,12.0401,12,Personal & Culinary Services,3,3,61,0,61,0,0,1,10,0,45,1,4,0
2022,12.0401,12,Personal & Culinary Services,4,6,143,3,140,1,1,8,7,0,120,6,0,0
2022,12.0401,12,Personal & Culinary Services,5,24,786,24,762,2,14,72,113,0,556,15,11,3
2022,12.0402,12,Personal & Culinary Services,1,2,10,2,8,0,0,1,3,0,5,1,0,0
2022,12.0402,12,Personal & Culinary Services,2,1,20,16,4,0,0,6,5,0,8,0,1,0
2022,12.0402,12,Personal & Culinary Services,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12.0402,12,Personal & Culinary Services,4,2,9,2,7,0,0,1,1,0,6,1,0,0
2022,12.0402,12,Personal & Culinary Services,5,5,232,174,58,1,3,52,66,0,89,17,4,0
2022,12.0406,12,Personal & Culinary Services,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12.0407,12,Personal & Culinary Services,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12.0408,12,Personal & Culinary Services,4,1,12,0,12,0,0,2,0,0,8,2,0,0
2022,12.0409,12,Personal & Culinary Services,1,6,207,1,206,0,1,60,21,0,109,10,6,0
2022,12.0409,12,Personal & Culinary Services,3,1,19,0,19,0,0,1,2,0,16,0,0,0
2022,12.0409,12,Personal & Culinary Services,4,4,142,4,138,0,0,17,7,1,108,6,3,0
2022,12.0409,12,Personal & Culinary Services,5,10,553,9,544,0,5,142,24,0,369,12,1,0
2022,12.0410,12,Personal & Culinary Services,1,3,94,1,93,1,4,40,25,0,18,5,1,0
2022,12.0410,12,Personal & Culinary Services,3,1,11,0,11,0,0,2,1,0,7,1,0,0
2022,12.0410,12,Personal & Culinary Services,4,4,23,0,23,1,1,2,2,0,16,1,0,0
2022,12.0410,12,Personal & Culinary Services,5,10,182,6,176,1,7,67,21,0,77,8,1,0
2022,12.0413,12,Personal & Culinary Services,1,5,9,0,9,0,0,1,0,0,7,1,0,0
2022,12.0413,12,Personal & Culinary Services,3,1,2,0,2,0,0,1,0,0,1,0,0,0
2022,12.0413,12,Personal & Culinary Services,4,4,4,0,4,0,0,1,0,0,2,1,0,0
2022,12.0413,12,Personal & Culinary Services,5,11,15,0,15,0,1,2,0,0,11,1,0,0
2022,12.0499,12,Personal & Culinary Services,2,1,2,0,2,0,0,1,0,0,1,0,0,0
2022,12.0499,12,Personal & Culinary Services,4,1,28,2,26,0,0,0,5,0,19,4,0,0
2022,12.0500,12,Personal & Culinary Services,4,1,9,4,5,0,0,1,1,0,7,0,0,0
2022,12.0500,12,Personal & Culinary Services,5,1,11,4,7,0,0,0,0,0,11,0,0,0
2022,12.0501,12,Personal & Culinary Services,1,1,5,0,5,0,0,1,0,0,3,0,0,1
2022,12.0501,12,Personal & Culinary Services,5,1,17,3,14,0,0,3,1,0,13,0,0,0
2022,12.0503,12,Personal & Culinary Services,1,1,8,4,4,0,0,2,0,0,6,0,0,0
2022,12.0503,12,Personal & Culinary Services,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12.0503,12,Personal & Culinary Services,4,1,47,15,32,0,1,1,2,0,38,5,0,0
2022,12.0503,12,Personal & Culinary Services,5,8,63,31,32,0,0,7,2,0,50,3,0,1
2022,12.0504,12,Personal & Culinary Services,1,1,11,3,8,0,0,1,1,0,8,0,0,1
2022,12.0504,12,Personal & Culinary Services,4,1,3,0,3,0,0,0,0,0,2,1,0,0
2022,12.0504,12,Personal & Culinary Services,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,12.0505,12,Personal & Culinary Services,1,1,24,9,15,0,1,7,8,0,4,2,2,0
2022,12.0505,12,Personal & Culinary Services,3,2,11,5,6,0,0,1,3,0,5,1,1,0
2022,12.0505,12,Personal & Culinary Services,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,12.0505,12,Personal & Culinary Services,5,1,1,1,0,0,0,0,0,0,0,1,0,0
2022,13.0101,13,Education,1,6,27,15,12,0,2,2,2,0,19,0,0,2
2022,13.0101,13,Education,2,2,76,7,69,0,0,2,8,0,59,5,2,0
2022,13.0101,13,Education,3,2,45,21,24,1,1,16,2,0,16,5,4,0
2022,13.0101,13,Education,4,6,190,47,143,3,1,6,6,0,160,3,8,3
2022,13.0101,13,Education,5,18,537,130,407,2,14,77,25,0,369,4,21,25
2022,13.0201,13,Education,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0202,13,Education,4,2,13,2,11,0,1,2,0,0,8,0,1,1
2022,13.0202,13,Education,5,1,5,0,5,0,0,3,0,0,2,0,0,0
2022,13.0301,13,Education,1,5,43,5,38,0,1,8,5,0,24,2,0,3
2022,13.0301,13,Education,2,2,75,19,56,1,0,4,3,0,63,1,0,3
2022,13.0301,13,Education,3,3,378,49,329,2,2,4,5,0,310,4,51,0
2022,13.0301,13,Education,4,9,303,67,236,1,3,6,22,0,252,8,1,10
2022,13.0301,13,Education,5,10,140,25,115,2,0,9,9,1,100,1,17,1
2022,13.0401,13,Education,1,6,67,17,50,1,0,8,3,0,50,1,3,1
2022,13.0401,13,Education,2,5,208,61,147,0,2,15,10,0,162,3,3,13
2022,13.0401,13,Education,3,4,585,220,365,1,2,19,11,0,500,1,50,1
2022,13.0401,13,Education,4,11,416,161,255,1,1,19,18,0,350,8,14,5
2022,13.0401,13,Education,5,12,398,138,260,3,2,56,9,0,305,10,8,5
2022,13.0402,13,Education,4,1,2,0,2,0,0,0,0,0,2,0,0,0
2022,13.0402,13,Education,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0403,13,Education,4,1,2,2,0,0,0,0,0,0,2,0,0,0
2022,13.0404,13,Education,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0404,13,Education,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0406,13,Education,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0406,13,Education,2,3,37,9,28,1,0,3,2,0,28,1,0,2
2022,13.0406,13,Education,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0406,13,Education,4,3,18,9,9,1,1,4,1,0,9,0,0,2
2022,13.0406,13,Education,5,6,95,34,61,0,3,16,3,0,66,4,1,2
2022,13.0407,13,Education,4,1,10,4,6,0,0,3,1,0,6,0,0,0
2022,13.0408,13,Education,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0408,13,Education,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0408,13,Education,5,2,7,1,6,0,0,0,1,0,6,0,0,0
2022,13.0409,13,Education,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0409,13,Education,3,2,11,4,7,0,0,2,1,0,7,1,0,0
2022,13.0409,13,Education,5,3,35,10,25,0,0,4,1,0,30,0,0,0
2022,13.0410,13,Education,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0411,13,Education,1,1,6,3,3,0,0,1,0,0,5,0,0,0
2022,13.0411,13,Education,3,1,67,27,40,0,0,3,2,0,59,3,0,0
2022,13.0411,13,Education,4,3,160,66,94,2,0,6,5,0,129,2,16,0
2022,13.0411,13,Education,5,4,74,23,51,0,0,17,1,0,56,0,0,0
2022,13.0499,13,Education,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0499,13,Education,2,2,36,9,27,1,0,1,0,0,30,2,1,1
2022,13.0499,13,Education,4,2,42,14,28,0,0,2,2,0,37,1,0,0
2022,13.0501,13,Education,1,4,31,8,23,0,0,1,1,0,27,0,2,0
2022,13.0501,13,Education,2,4,32,9,23,0,0,1,2,0,28,1,0,0
2022,13.0501,13,Education,3,2,89,22,67,0,0,2,1,0,72,0,6,8
2022,13.0501,13,Education,4,4,82,13,69,0,1,1,3,0,71,3,2,1
2022,13.0501,13,Education,5,7,109,36,73,2,3,5,7,1,85,0,4,2
2022,13.0601,13,Education,2,1,15,1,14,0,0,1,0,0,12,1,1,0
2022,13.0601,13,Education,4,2,12,2,10,1,0,1,2,0,7,0,0,1
2022,13.0601,13,Education,5,1,1,0,1,0,0,1,0,0,0,0,0,0
2022,13.0604,13,Education,4,1,6,0,6,0,0,0,0,0,6,0,0,0
2022,13.0607,13,Education,5,1,6,1,5,0,0,0,0,0,6,0,0,0
2022,13.0699,13,Education,4,1,55,19,36,1,2,6,4,0,39,1,2,0
2022,13.0699,13,Education,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0701,13,Education,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.0901,13,Education,2,1,4,1,3,0,0,0,0,0,4,0,0,0
2022,13.0901,13,Education,4,1,6,1,5,0,0,1,0,0,5,0,0,0
2022,13.1001,13,Education,1,2,6,1,5,0,0,2,0,0,4,0,0,0
2022,13.1001,13,Education,2,5,156,13,143,0,2,7,13,0,123,5,1,5
2022,13.1001,13,Education,3,3,71,11,60,0,0,1,2,0,57,0,11,0
2022,13.1001,13,Education,4,10,200,25,175,0,1,2,4,0,184,6,0,3
2022,13.1001,13,Education,5,10,312,49,263,2,3,24,12,0,258,6,5,2
2022,13.1003,13,Education,5,1,10,0,10,0,0,0,3,0,7,0,0,0
2022,13.1004,13,Education,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1004,13,Education,5,4,15,1,14,0,0,0,0,0,15,0,0,0
2022,13.1005,13,Education,5,1,1,0,1,0,0,1,0,0,0,0,0,0
2022,13.1007,13,Education,3,1,65,6,59,0,1,2,1,0,59,2,0,0
2022,13.1007,13,Education,5,1,15,1,14,0,0,1,0,0,14,0,0,0
2022,13.1009,13,Education,4,1,1,0,1,0,0,0,0,0,1,0,0,0
2022,13.1011,13,Education,1,1,3,2,1,0,0,0,1,0,2,0,0,0
2022,13.1011,13,Education,4,1,9,0,9,0,0,0,0,0,9,0,0,0
2022,13.1011,13,Education,5,1,10,0,10,0,0,0,0,0,10,0,0,0
2022,13.1013,13,Education,2,2,10,1,9,0,0,0,1,0,8,0,0,1
2022,13.1013,13,Education,4,2,3,0,3,0,0,0,0,0,3,0,0,0
2022,13.1013,13,Education,5,4,20,1,19,0,0,2,0,0,18,0,0,0
2022,13.1014,13,Education,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1015,13,Education,4,1,7,0,7,0,0,0,0,0,7,0,0,0
2022,13.1015,13,Education,5,2,4,0,4,0,0,0,0,0,4,0,0,0
2022,13.1099,13,Education,4,1,1,0,1,0,0,0,0,0,1,0,0,0
2022,13.1099,13,Education,5,1,1,0,1,0,0,0,0,0,1,0,0,0
2022,13.1101,13,Education,1,2,34,8,26,0,0,1,0,0,31,1,1,0
2022,13.1101,13,Education,2,1,1,0,1,0,0,0,0,0,1,0,0,0
2022,13.1101,13,Education,3,2,51,5,46,0,1,2,3,0,41,0,4,0
2022,13.1101,13,Education,4,8,337,88,249,3,5,16,12,2,268,14,3,14
2022,13.1101,13,Education,5,6,246,34,212,2,4,16,10,1,207,1,3,2
2022,13.1102,13,Education,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1199,13,Education,4,1,117,27,90,0,5,11,10,0,81,4,2,4
2022,13.1199,13,Education,5,2,14,0,14,0,0,1,0,0,13,0,0,0
2022,13.1201,13,Education,1,1,13,3,10,0,0,3,1,0,7,2,0,0
2022,13.1201,13,Education,4,1,31,14,17,0,0,3,2,0,23,2,1,0
2022,13.1202,13,Education,1,11,103,14,89,1,1,5,9,0,81,1,4,1
2022,13.1202,13,Education,2,7,369,13,356,7,5,7,20,0,315,15,0,0
2022,13.1202,13,Education,3,6,280,22,258,1,3,3,10,1,242,15,5,0
2022,13.1202,13,Education,4,16,1054,123,931,4,11,31,53,0,920,22,11,2
2022,13.1202,13,Education,5,27,960,99,861,6,4,49,65,2,779,17,36,2
2022,13.1203,13,Education,1,3,5,0,5,0,0,1,1,0,3,0,0,0
2022,13.1203,13,Education,2,2,19,4,15,0,0,0,1,0,18,0,0,0
2022,13.1203,13,Education,3,2,10,2,8,0,0,0,0,0,9,0,0,1
2022,13.1203,13,Education,4,13,90,25,65,1,0,2,0,0,84,2,1,0
2022,13.1203,13,Education,5,9,24,6,18,0,0,1,1,0,19,2,1,0
2022,13.1205,13,Education,1,6,39,23,16,0,1,2,3,0,30,2,1,0
2022,13.1205,13,Education,2,5,86,34,52,0,1,1,4,0,73,4,0,3
2022,13.1205,13,Education,3,3,1,0,1,0,0,0,0,0,1,0,0,0
2022,13.1205,13,Education,4,9,302,129,173,3,3,2,9,0,271,11,1,2
2022,13.1205,13,Education,5,15,202,78,124,1,4,10,5,0,172,4,6,0
2022,13.1206,13,Education,1,3,26,7,19,0,2,1,1,0,22,0,0,0
2022,13.1206,13,Education,2,1,23,7,16,0,0,1,0,0,22,0,0,0
2022,13.1206,13,Education,3,2,25,9,16,0,0,1,1,0,21,1,1,0
2022,13.1206,13,Education,4,2,35,8,27,0,0,1,0,0,32,0,2,0
2022,13.1206,13,Education,5,6,56,15,41,0,1,5,1,0,43,1,3,2
2022,13.1209,13,Education,3,1,20,1,19,0,0,0,0,0,16,0,4,0
2022,13.1210,13,Education,1,3,20,0,20,0,0,0,1,0,13,6,0,0
2022,13.1210,13,Education,2,4,30,1,29,0,0,1,0,0,25,1,0,3
2022,13.1210,13,Education,3,4,57,0,57,0,0,2,1,0,50,1,2,1
2022,13.1210,13,Education,4,7,137,1,136,1,1,5,7,0,120,3,0,0
2022,13.1210,13,Education,5,14,103,0,103,0,1,8,2,0,83,5,3,1
2022,13.1213,13,Education,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1214,13,Education,1,1,10,2,8,0,0,1,1,0,3,0,2,3
2022,13.1299,13,Education,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1299,13,Education,2,1,14,1,13,0,0,0,0,0,13,1,0,0
2022,13.1299,13,Education,3,1,26,1,25,1,0,1,0,0,20,1,3,0
2022,13.1299,13,Education,4,3,84,12,72,0,1,0,2,0,77,1,1,2
2022,13.1299,13,Education,5,2,72,13,59,1,0,4,2,0,60,0,5,0
2022,13.1301,13,Education,3,1,15,5,10,0,0,0,0,0,15,0,0,0
2022,13.1301,13,Education,4,2,61,22,39,0,0,0,1,0,59,0,1,0
2022,13.1301,13,Education,5,2,6,0,6,0,0,0,0,0,4,0,2,0
2022,13.1302,13,Education,1,1,2,0,2,0,0,0,1,0,1,0,0,0
2022,13.1302,13,Education,2,6,26,1,25,0,1,1,2,0,21,1,0,0
2022,13.1302,13,Education,3,4,18,2,16,1,0,0,0,0,16,0,1,0
2022,13.1302,13,Education,4,6,8,0,8,0,1,0,1,0,6,0,0,0
2022,13.1302,13,Education,5,9,16,1,15,0,0,1,1,0,13,1,0,0
2022,13.1303,13,Education,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1303,13,Education,3,2,3,0,3,0,0,0,0,0,3,0,0,0
2022,13.1303,13,Education,4,2,1,0,1,0,0,0,0,0,1,0,0,0
2022,13.1303,13,Education,5,3,12,7,5,0,0,1,1,0,10,0,0,0
2022,13.1305,13,Education,1,2,2,1,1,0,0,1,0,0,1,0,0,0
2022,13.1305,13,Education,2,2,3,2,1,0,0,0,0,0,3,0,0,0
2022,13.1305,13,Education,3,3,28,6,22,0,0,0,0,0,25,3,0,0
2022,13.1305,13,Education,4,6,18,3,15,0,0,0,0,0,18,0,0,0
2022,13.1305,13,Education,5,14,24,6,18,0,0,0,2,0,21,1,0,0
2022,13.1306,13,Education,3,1,4,1,3,0,0,0,1,0,3,0,0,0
2022,13.1306,13,Education,4,1,7,1,6,0,0,0,1,0,6,0,0,0
2022,13.1306,13,Education,5,3,4,3,1,0,0,0,1,0,3,0,0,0
2022,13.1307,13,Education,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1307,13,Education,5,2,1,0,1,0,0,0,0,0,1,0,0,0
2022,13.1308,13,Education,4,1,8,0,8,0,0,0,1,0,7,0,0,0
2022,13.1308,13,Education,5,1,8,0,8,0,0,0,0,0,8,0,0,0
2022,13.1309,13,Education,4,2,29,20,9,0,0,0,0,0,28,1,0,0
2022,13.1309,13,Education,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1310,13,Education,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,13.1311,13,Education,1,2,2,2,0,0,0,0,0,0,2,0,0,0
2022,13.1311,13,Education,2,2,34,0,34,0,0,1,1,0,31,1,0,0
2022,13.1311,13,Education,3,3,18,9,9,0,1,0,0,0,14,0,2,1
2022,13.1311,13,Education,4,7,19,10,9,1,1,0,0,0,17,0,0,0
2022,13.1311,13,Education,5,11,21,8,13,0,1,0,3,0,16,1,0,0
2022,13.1312,13,Education,1,4,17,8,9,1,0,1,1,0,12,2,0,0
2022,13.1312,13,Education,2,6,52,22,30,0,1,2,2,0,45,1,0,1
2022,13.1312,13,Education,3,4,24,14,10,0,0,0,0,0,23,1,0,0
2022,13.1312,13,Education,4,9,75,22,53,0,2,6,3,0,61,3,0,0
2022,13.1312,13,Education,5,17,94,34,60,1,2,4,4,0,77,3,3,0
2022,13.1314,13,Education,1,2,3,3,0,0,0,0,0,0,3,0,0,0
2022,13.1314,13,Education,2,5,83,53,30,1,2,10,6,0,56,5,1,2
2022,13.1314,13,Education,3,4,125,81,44,0,1,7,2,1,97,3,10,4
2022,13.1314,13,Education,4,11,95,63,32,2,0,6,6,0,73,5,1,2
2022,13.1314,13,Education,5,17,147,93,54,1,0,6,8,0,110,6,7,9
2022,13.1315,13,Education,1,3,36,0,36,0,1,2,1,0,31,1,0,0
2022,13.1315,13,Education,2,2,12,1,11,0,0,0,0,0,10,2,0,0
2022,13.1315,13,Education,3,2,70,1,69,0,0,0,1,0,67,1,1,0
2022,13.1315,13,Education,4,4,84,2,82,0,1,1,0,0,79,2,1,0
